,Region,Org Code,Modality,Month,MedianWaitDays,Year,Date
1172,Y63,RXF,Computerized Axial Tomography,Apr,1,2020,2020-04
1175,Y63,RXF,Magnetic Resonance Imaging,Apr,9,2020,2020-04
1179,Y63,RNN,Computerized Axial Tomography,Apr,0,2020,2020-04
1182,Y63,RNN,Magnetic Resonance Imaging,Apr,6,2020,2020-04
1185,Y63,RNN,Positron Emission Tomography,Apr,11,2020,2020-04
1187,Y63,RVW,Computerized Axial Tomography,Apr,0,2020,2020-04
1190,Y63,RVW,Magnetic Resonance Imaging,Apr,1,2020,2020-04
1193,Y63,RVW,Positron Emission Tomography,Apr,6,2020,2020-04
1195,Y63,RJL,Computerized Axial Tomography,Apr,1,2020,2020-04
1198,Y63,RJL,Magnetic Resonance Imaging,Apr,18,2020,2020-04
1202,Y63,RTF,Computerized Axial Tomography,Apr,0,2020,2020-04
1205,Y63,RTF,Magnetic Resonance Imaging,Apr,5,2020,2020-04
1207,Y63,NT2,Computerized Axial Tomography,Apr,6,2020,2020-04
1210,Y63,NT2,Magnetic Resonance Imaging,Apr,6,2020,2020-04
1212,Y63,NVC,Computerized Axial Tomography,Apr,23,2020,2020-04
1215,Y63,NVC,Magnetic Resonance Imaging,Apr,0,2020,2020-04
1217,Y63,RCU,Computerized Axial Tomography,Apr,27,2020,2020-04
1220,Y63,RCU,Magnetic Resonance Imaging,Apr,37,2020,2020-04
1224,Y63,RHQ,Computerized Axial Tomography,Apr,0,2020,2020-04
1227,Y63,RHQ,Magnetic Resonance Imaging,Apr,6,2020,2020-04
1230,Y63,RHQ,Positron Emission Tomography,Apr,6,2020,2020-04
1232,Y63,RTR,Computerized Axial Tomography,Apr,0,2020,2020-04
1235,Y63,RTR,Magnetic Resonance Imaging,Apr,5,2020,2020-04
1238,Y63,RTR,Positron Emission Tomography,Apr,6,2020,2020-04
1240,Y63,R0B,Computerized Axial Tomography,Apr,0,2020,2020-04
1243,Y63,R0B,Magnetic Resonance Imaging,Apr,2,2020,2020-04
1246,Y63,R0B,Positron Emission Tomography,Apr,6,2020,2020-04
1248,Y63,NT3,Computerized Axial Tomography,Apr,3,2020,2020-04
1251,Y63,NT3,Magnetic Resonance Imaging,Apr,2,2020,2020-04
1253,Y63,RTD,Computerized Axial Tomography,Apr,0,2020,2020-04
1256,Y63,RTD,Magnetic Resonance Imaging,Apr,22,2020,2020-04
1273,Y63,RCB,Computerized Axial Tomography,Apr,0,2020,2020-04
1276,Y63,RCB,Magnetic Resonance Imaging,Apr,14,2020,2020-04
1280,Y56,NT9,Computerized Axial Tomography,May,1,2020,2020-05
1282,Y56,NT9,Magnetic Resonance Imaging,May,6,2020,2020-05
1284,Y56,NT9,Positron Emission Tomography,May,7,2020,2020-05
1285,Y56,RF4,Computerized Axial Tomography,May,0,2020,2020-05
1288,Y56,RF4,Magnetic Resonance Imaging,May,13,2020,2020-05
1292,Y56,R1H,Computerized Axial Tomography,May,0,2020,2020-05
1295,Y56,R1H,Magnetic Resonance Imaging,May,8,2020,2020-05
1298,Y56,R1H,Positron Emission Tomography,May,8.5,2020,2020-05
1300,Y56,NT4,Computerized Axial Tomography,May,6.5,2020,2020-05
1303,Y56,NT4,Magnetic Resonance Imaging,May,1,2020,2020-05
1306,Y56,RQM,Computerized Axial Tomography,May,0,2020,2020-05
1309,Y56,RQM,Magnetic Resonance Imaging,May,5,2020,2020-05
1314,Y56,RJ6,Computerized Axial Tomography,May,0,2020,2020-05
1317,Y56,RJ6,Magnetic Resonance Imaging,May,0,2020,2020-05
1319,Y56,RVR,Computerized Axial Tomography,May,0,2020,2020-05
1322,Y56,RVR,Magnetic Resonance Imaging,May,21,2020,2020-05
1326,Y56,RP4,Computerized Axial Tomography,May,1,2020,2020-05
1329,Y56,RP4,Magnetic Resonance Imaging,May,8,2020,2020-05
1333,Y56,RJ1,Computerized Axial Tomography,May,0,2020,2020-05
1336,Y56,RJ1,Magnetic Resonance Imaging,May,4,2020,2020-05
1339,Y56,RJ1,Positron Emission Tomography,May,20.5,2020,2020-05
1345,Y56,RQX,Computerized Axial Tomography,May,0,2020,2020-05
1348,Y56,RQX,Magnetic Resonance Imaging,May,1,2020,2020-05
1352,Y56,RYJ,Computerized Axial Tomography,May,0,2020,2020-05
1355,Y56,RYJ,Magnetic Resonance Imaging,May,5,2020,2020-05
1358,Y56,RYJ,Positron Emission Tomography,May,11,2020,2020-05
1363,Y56,NV1,Magnetic Resonance Imaging,May,10,2020,2020-05
1365,Y56,RJZ,Computerized Axial Tomography,May,0,2020,2020-05
1368,Y56,RJZ,Magnetic Resonance Imaging,May,6,2020,2020-05
1371,Y56,RJZ,Positron Emission Tomography,May,9,2020,2020-05
1373,Y56,RAX,Computerized Axial Tomography,May,0,2020,2020-05
1376,Y56,RAX,Magnetic Resonance Imaging,May,3,2020,2020-05
1380,Y56,RJ2,Computerized Axial Tomography,May,0,2020,2020-05
1383,Y56,RJ2,Magnetic Resonance Imaging,May,3,2020,2020-05
1388,Y56,R1K,Computerized Axial Tomography,May,0,2020,2020-05
1391,Y56,R1K,Magnetic Resonance Imaging,May,7,2020,2020-05
1396,Y56,RP6,Computerized Axial Tomography,May,0,2020,2020-05
1399,Y56,RP6,Magnetic Resonance Imaging,May,15,2020,2020-05
1402,Y56,RAP,Computerized Axial Tomography,May,0,2020,2020-05
1405,Y56,RAP,Magnetic Resonance Imaging,May,1,2020,2020-05
1413,Y56,NVC,Magnetic Resonance Imaging,May,61,2020,2020-05
1418,Y56,RT3,Magnetic Resonance Imaging,May,7,2020,2020-05
1423,Y56,RAL,Computerized Axial Tomography,May,0,2020,2020-05
1426,Y56,RAL,Magnetic Resonance Imaging,May,4,2020,2020-05
1429,Y56,RAL,Positron Emission Tomography,May,8,2020,2020-05
1431,Y56,RAN,Computerized Axial Tomography,May,6,2020,2020-05
1434,Y56,RAN,Magnetic Resonance Imaging,May,6,2020,2020-05
1438,Y56,RV5,Magnetic Resonance Imaging,May,65,2020,2020-05
1439,Y56,NT3,Computerized Axial Tomography,May,6,2020,2020-05
1442,Y56,NT3,Magnetic Resonance Imaging,May,6,2020,2020-05
1444,Y56,RJ7,Computerized Axial Tomography,May,0,2020,2020-05
1447,Y56,RJ7,Magnetic Resonance Imaging,May,14,2020,2020-05
1450,Y56,RJ7,Positron Emission Tomography,May,7,2020,2020-05
1452,Y56,RAS,Computerized Axial Tomography,May,0,2020,2020-05
1455,Y56,RAS,Magnetic Resonance Imaging,May,2,2020,2020-05
1459,Y56,RPY,Computerized Axial Tomography,May,22,2020,2020-05
1462,Y56,RPY,Magnetic Resonance Imaging,May,39,2020,2020-05
1465,Y56,RPY,Positron Emission Tomography,May,7,2020,2020-05
1467,Y56,RRV,Computerized Axial Tomography,May,0,2020,2020-05
1470,Y56,RRV,Magnetic Resonance Imaging,May,0,2020,2020-05
1473,Y56,RRV,Positron Emission Tomography,May,0,2020,2020-05
1484,Y58,NT9,Magnetic Resonance Imaging,May,13,2020,2020-05
1486,Y58,NT9,Positron Emission Tomography,May,7,2020,2020-05
1487,Y58,NT4,Computerized Axial Tomography,May,10,2020,2020-05
1490,Y58,NT4,Magnetic Resonance Imaging,May,2,2020,2020-05
1497,Y58,AC7,Computerized Axial Tomography,May,6,2020,2020-05
1499,Y58,AC7,Magnetic Resonance Imaging,May,13,2020,2020-05
1501,Y58,AC7,Positron Emission Tomography,May,6,2020,2020-05
1502,Y58,RBD,Computerized Axial Tomography,May,0,2020,2020-05
1505,Y58,RBD,Magnetic Resonance Imaging,May,10.5,2020,2020-05
1507,Y58,RBD,Positron Emission Tomography,May,5,2020,2020-05
1510,Y58,RTE,Computerized Axial Tomography,May,0,2020,2020-05
1513,Y58,RTE,Magnetic Resonance Imaging,May,4,2020,2020-05
1516,Y58,RTE,Positron Emission Tomography,May,5,2020,2020-05
1518,Y58,RN3,Computerized Axial Tomography,May,0,2020,2020-05
1521,Y58,RN3,Magnetic Resonance Imaging,May,7,2020,2020-05
1525,Y58,RVJ,Computerized Axial Tomography,May,0,2020,2020-05
1528,Y58,RVJ,Magnetic Resonance Imaging,May,6,2020,2020-05
1532,Y58,RBZ,Computerized Axial Tomography,May,0,2020,2020-05
1535,Y58,RBZ,Magnetic Resonance Imaging,May,2.5,2020,2020-05
1537,Y58,NT2,Computerized Axial Tomography,May,6,2020,2020-05
1540,Y58,NT2,Magnetic Resonance Imaging,May,5,2020,2020-05
1543,Y58,RD3,Computerized Axial Tomography,May,0,2020,2020-05
1546,Y58,RD3,Magnetic Resonance Imaging,May,8,2020,2020-05
1549,Y58,RD3,Positron Emission Tomography,May,7,2020,2020-05
1552,Y58,NTP,Magnetic Resonance Imaging,May,4,2020,2020-05
1554,Y58,NVC,Computerized Axial Tomography,May,7,2020,2020-05
1557,Y58,NVC,Magnetic Resonance Imaging,May,2,2020,2020-05
1559,Y58,REF,Computerized Axial Tomography,May,1,2020,2020-05
1562,Y58,REF,Magnetic Resonance Imaging,May,64,2020,2020-05
1567,Y58,RH8,Computerized Axial Tomography,May,1,2020,2020-05
1570,Y58,RH8,Magnetic Resonance Imaging,May,16,2020,2020-05
1573,Y58,RH8,Positron Emission Tomography,May,7,2020,2020-05
1575,Y58,RD1,Computerized Axial Tomography,May,0,2020,2020-05
1578,Y58,RD1,Magnetic Resonance Imaging,May,3,2020,2020-05
1581,Y58,RD1,Positron Emission Tomography,May,7,2020,2020-05
1583,Y58,RNZ,Computerized Axial Tomography,May,0,2020,2020-05
1586,Y58,RNZ,Magnetic Resonance Imaging,May,9,2020,2020-05
1590,Y58,RH5,Computerized Axial Tomography,May,0,2020,2020-05
1593,Y58,RH5,Magnetic Resonance Imaging,May,5,2020,2020-05
1601,Y58,RDZ,Computerized Axial Tomography,May,0,2020,2020-05
1604,Y58,RDZ,Magnetic Resonance Imaging,May,5,2020,2020-05
1606,Y58,RA9,Computerized Axial Tomography,May,0,2020,2020-05
1609,Y58,RA9,Magnetic Resonance Imaging,May,9,2020,2020-05
1612,Y58,RA9,Positron Emission Tomography,May,12.5,2020,2020-05
1614,Y58,RA7,Computerized Axial Tomography,May,0,2020,2020-05
1617,Y58,RA7,Magnetic Resonance Imaging,May,7,2020,2020-05
1620,Y58,RA7,Positron Emission Tomography,May,0,2020,2020-05
1630,Y58,RK9,Computerized Axial Tomography,May,1,2020,2020-05
1633,Y58,RK9,Magnetic Resonance Imaging,May,29,2020,2020-05
1636,Y58,RK9,Positron Emission Tomography,May,9,2020,2020-05
1638,Y58,RA4,Computerized Axial Tomography,May,0,2020,2020-05
1641,Y58,RA4,Magnetic Resonance Imaging,May,3,2020,2020-05
1643,Y58,RA4,Positron Emission Tomography,May,10.5,2020,2020-05
1645,Y59,NT9,Magnetic Resonance Imaging,May,6,2020,2020-05
1648,Y59,NT9,Positron Emission Tomography,May,10,2020,2020-05
1649,Y59,RTK,Computerized Axial Tomography,May,0,2020,2020-05
1652,Y59,RTK,Magnetic Resonance Imaging,May,6,2020,2020-05
1655,Y59,NT4,Computerized Axial Tomography,May,8,2020,2020-05
1658,Y59,NT4,Magnetic Resonance Imaging,May,8,2020,2020-05
1660,Y59,RXH,Computerized Axial Tomography,May,0,2020,2020-05
1663,Y59,RXH,Magnetic Resonance Imaging,May,8,2020,2020-05
1668,Y59,RXQ,Computerized Axial Tomography,May,0,2020,2020-05
1671,Y59,RXQ,Magnetic Resonance Imaging,May,1,2020,2020-05
1677,Y59,NV3,Magnetic Resonance Imaging,May,3,2020,2020-05
1680,Y59,RN7,Computerized Axial Tomography,May,0,2020,2020-05
1683,Y59,RN7,Magnetic Resonance Imaging,May,11,2020,2020-05
1688,Y59,RVV,Computerized Axial Tomography,May,0,2020,2020-05
1691,Y59,RVV,Magnetic Resonance Imaging,May,3,2020,2020-05
1694,Y59,RVV,Positron Emission Tomography,May,10,2020,2020-05
1696,Y59,RXC,Computerized Axial Tomography,May,0,2020,2020-05
1699,Y59,RXC,Magnetic Resonance Imaging,May,27,2020,2020-05
1705,Y59,RDU,Computerized Axial Tomography,May,0,2020,2020-05
1708,Y59,RDU,Magnetic Resonance Imaging,May,5,2020,2020-05
1712,Y59,RN5,Computerized Axial Tomography,May,0,2020,2020-05
1715,Y59,RN5,Magnetic Resonance Imaging,May,36,2020,2020-05
1718,Y59,RN5,Positron Emission Tomography,May,0,2020,2020-05
1722,Y59,NV1,Magnetic Resonance Imaging,May,72,2020,2020-05
1724,Y59,R1F,Computerized Axial Tomography,May,0,2020,2020-05
1727,Y59,R1F,Magnetic Resonance Imaging,May,7,2020,2020-05
1729,Y59,RWF,Computerized Axial Tomography,May,2,2020,2020-05
1732,Y59,RWF,Magnetic Resonance Imaging,May,11,2020,2020-05
1735,Y59,RWF,Positron Emission Tomography,May,0,2020,2020-05
1737,Y59,RPA,Computerized Axial Tomography,May,0,2020,2020-05
1740,Y59,RPA,Magnetic Resonance Imaging,May,16,2020,2020-05
1750,Y59,RTH,Computerized Axial Tomography,May,0,2020,2020-05
1753,Y59,RTH,Magnetic Resonance Imaging,May,16,2020,2020-05
1756,Y59,RTH,Positron Emission Tomography,May,17,2020,2020-05
1758,Y59,RHU,Computerized Axial Tomography,May,1,2020,2020-05
1761,Y59,RHU,Magnetic Resonance Imaging,May,50,2020,2020-05
1764,Y59,RHU,Positron Emission Tomography,May,4,2020,2020-05
1769,Y59,NTP,Magnetic Resonance Imaging,May,29,2020,2020-05
1771,Y59,RPC,Computerized Axial Tomography,May,3,2020,2020-05
1774,Y59,RPC,Magnetic Resonance Imaging,May,7,2020,2020-05
1777,Y59,RPC,Positron Emission Tomography,May,6,2020,2020-05
1779,Y59,NVC,Computerized Axial Tomography,May,4,2020,2020-05
1782,Y59,NVC,Magnetic Resonance Imaging,May,7,2020,2020-05
1784,Y59,RHW,Computerized Axial Tomography,May,0,2020,2020-05
1787,Y59,RHW,Magnetic Resonance Imaging,May,2,2020,2020-05
1790,Y59,RA2,Computerized Axial Tomography,May,0,2020,2020-05
1793,Y59,RA2,Magnetic Resonance Imaging,May,12,2020,2020-05
1797,Y59,RA2,Positron Emission Tomography,May,0,2020,2020-05
1799,Y59,RW1,Computerized Axial Tomography,May,12,2020,2020-05
1802,Y59,RW1,Magnetic Resonance Imaging,May,11.5,2020,2020-05
1804,Y59,NT3,Computerized Axial Tomography,May,4,2020,2020-05
1807,Y59,NT3,Magnetic Resonance Imaging,May,8,2020,2020-05
1809,Y59,RTP,Computerized Axial Tomography,May,0,2020,2020-05
1812,Y59,RTP,Magnetic Resonance Imaging,May,4,2020,2020-05
1819,Y59,RHM,Computerized Axial Tomography,May,1,2020,2020-05
1822,Y59,RHM,Magnetic Resonance Imaging,May,18,2020,2020-05
1825,Y59,RHM,Positron Emission Tomography,May,10,2020,2020-05
1827,Y59,RYR,Computerized Axial Tomography,May,0,2020,2020-05
1830,Y59,RYR,Magnetic Resonance Imaging,May,10,2020,2020-05
1834,Y60,NT9,Magnetic Resonance Imaging,May,12,2020,2020-05
1836,Y60,NT9,Positron Emission Tomography,May,7,2020,2020-05
1837,Y60,RQ3,Computerized Axial Tomography,May,0,2020,2020-05
1840,Y60,RQ3,Magnetic Resonance Imaging,May,37,2020,2020-05
1845,Y60,NT4,Computerized Axial Tomography,May,7,2020,2020-05
1848,Y60,NT4,Magnetic Resonance Imaging,May,5,2020,2020-05
1850,Y60,RFS,Computerized Axial Tomography,May,0,2020,2020-05
1853,Y60,RFS,Magnetic Resonance Imaging,May,12,2020,2020-05
1857,Y60,RLT,Computerized Axial Tomography,May,0,2020,2020-05
1860,Y60,RLT,Magnetic Resonance Imaging,May,22,2020,2020-05
1863,Y60,NV1,Magnetic Resonance Imaging,May,4,2020,2020-05
1864,Y60,RNQ,Computerized Axial Tomography,May,0,2020,2020-05
1867,Y60,RNQ,Magnetic Resonance Imaging,May,6,2020,2020-05
1870,Y60,RNQ,Positron Emission Tomography,May,6,2020,2020-05
1871,Y60,RNS,Computerized Axial Tomography,May,0,2020,2020-05
1874,Y60,RNS,Magnetic Resonance Imaging,May,8,2020,2020-05
1877,Y60,RNS,Positron Emission Tomography,May,4,2020,2020-05
1879,Y60,RX1,Computerized Axial Tomography,May,0,2020,2020-05
1882,Y60,RX1,Magnetic Resonance Imaging,May,5,2020,2020-05
1885,Y60,RX1,Positron Emission Tomography,May,6,2020,2020-05
1887,Y60,NT2,Computerized Axial Tomography,May,4,2020,2020-05
1890,Y60,NT2,Magnetic Resonance Imaging,May,3,2020,2020-05
1894,Y60,NVC,Computerized Axial Tomography,May,2,2020,2020-05
1897,Y60,NVC,Magnetic Resonance Imaging,May,6,2020,2020-05
1899,Y60,RXK,Computerized Axial Tomography,May,0,2020,2020-05
1902,Y60,RXK,Magnetic Resonance Imaging,May,1,2020,2020-05
1905,Y60,RXK,Positron Emission Tomography,May,0,2020,2020-05
1907,Y60,RK5,Computerized Axial Tomography,May,0,2020,2020-05
1910,Y60,RK5,Magnetic Resonance Imaging,May,4,2020,2020-05
1913,Y60,RJC,Computerized Axial Tomography,May,2,2020,2020-05
1916,Y60,RJC,Magnetic Resonance Imaging,May,21,2020,2020-05
1921,Y60,NT3,Magnetic Resonance Imaging,May,7,2020,2020-05
1923,Y60,RNA,Computerized Axial Tomography,May,0,2020,2020-05
1926,Y60,RNA,Magnetic Resonance Imaging,May,9,2020,2020-05
1931,Y60,RL1,Computerized Axial Tomography,May,3,2020,2020-05
1934,Y60,RL1,Magnetic Resonance Imaging,May,5,2020,2020-05
1936,Y60,RRJ,Computerized Axial Tomography,May,6,2020,2020-05
1939,Y60,RRJ,Magnetic Resonance Imaging,May,7.5,2020,2020-05
1944,Y60,RL4,Computerized Axial Tomography,May,0,2020,2020-05
1947,Y60,RL4,Magnetic Resonance Imaging,May,9,2020,2020-05
1951,Y60,RXW,Computerized Axial Tomography,May,0,2020,2020-05
1954,Y60,RXW,Magnetic Resonance Imaging,May,7,2020,2020-05
1959,Y60,RWD,Computerized Axial Tomography,May,8.5,2020,2020-05
1962,Y60,RWD,Magnetic Resonance Imaging,May,15,2020,2020-05
1965,Y60,RWD,Positron Emission Tomography,May,12,2020,2020-05
1967,Y60,RRK,Computerized Axial Tomography,May,0,2020,2020-05
1970,Y60,RRK,Magnetic Resonance Imaging,May,11,2020,2020-05
1973,Y60,RRK,Positron Emission Tomography,May,10,2020,2020-05
1975,Y60,RKB,Computerized Axial Tomography,May,1,2020,2020-05
1978,Y60,RKB,Magnetic Resonance Imaging,May,43,2020,2020-05
1981,Y60,RKB,Positron Emission Tomography,May,7,2020,2020-05
1983,Y60,RTG,Computerized Axial Tomography,May,0,2020,2020-05
1986,Y60,RTG,Magnetic Resonance Imaging,May,3,2020,2020-05
1989,Y60,RTG,Positron Emission Tomography,May,0,2020,2020-05
1991,Y60,RWE,Computerized Axial Tomography,May,0,2020,2020-05
1994,Y60,RWE,Magnetic Resonance Imaging,May,24,2020,2020-05
1997,Y60,RWE,Positron Emission Tomography,May,7,2020,2020-05
1999,Y60,RJE,Computerized Axial Tomography,May,0,2020,2020-05
2002,Y60,RJE,Magnetic Resonance Imaging,May,5,2020,2020-05
2007,Y60,RBK,Computerized Axial Tomography,May,1,2020,2020-05
2010,Y60,RBK,Magnetic Resonance Imaging,May,9,2020,2020-05
2014,Y60,RWP,Computerized Axial Tomography,May,0,2020,2020-05
2017,Y60,RWP,Magnetic Resonance Imaging,May,3,2020,2020-05
2021,Y60,RLQ,Computerized Axial Tomography,May,0,2020,2020-05
2024,Y60,RLQ,Magnetic Resonance Imaging,May,4,2020,2020-05
2028,Y61,NT9,Magnetic Resonance Imaging,May,4,2020,2020-05
2030,Y61,NT9,Positron Emission Tomography,May,6,2020,2020-05
2031,Y61,RC9,Computerized Axial Tomography,May,0,2020,2020-05
2034,Y61,RC9,Magnetic Resonance Imaging,May,8,2020,2020-05
2043,Y61,RGT,Computerized Axial Tomography,May,0,2020,2020-05
2046,Y61,RGT,Magnetic Resonance Imaging,May,5,2020,2020-05
2049,Y61,RGT,Positron Emission Tomography,May,6,2020,2020-05
2051,Y61,RWH,Computerized Axial Tomography,May,0,2020,2020-05
2054,Y61,RWH,Magnetic Resonance Imaging,May,6,2020,2020-05
2058,Y61,RDE,Computerized Axial Tomography,May,0,2020,2020-05
2061,Y61,RDE,Magnetic Resonance Imaging,May,18,2020,2020-05
2064,Y61,RDE,Positron Emission Tomography,May,4,2020,2020-05
2067,Y61,NV1,Magnetic Resonance Imaging,May,6,2020,2020-05
2069,Y61,RGP,Computerized Axial Tomography,May,0,2020,2020-05
2072,Y61,RGP,Magnetic Resonance Imaging,May,16,2020,2020-05
2075,Y61,RAJ,Computerized Axial Tomography,May,0,2020,2020-05
2078,Y61,RAJ,Magnetic Resonance Imaging,May,4,2020,2020-05
2082,Y61,RAJ,Positron Emission Tomography,May,9,2020,2020-05
2084,Y61,RD8,Computerized Axial Tomography,May,0,2020,2020-05
2087,Y61,RD8,Magnetic Resonance Imaging,May,2,2020,2020-05
2089,Y61,RM1,Computerized Axial Tomography,May,1,2020,2020-05
2092,Y61,RM1,Magnetic Resonance Imaging,May,3,2020,2020-05
2095,Y61,RM1,Positron Emission Tomography,May,7,2020,2020-05
2097,Y61,RGN,Computerized Axial Tomography,May,0,2020,2020-05
2100,Y61,RGN,Magnetic Resonance Imaging,May,7,2020,2020-05
2111,Y61,AVQ,Magnetic Resonance Imaging,May,75,2020,2020-05
2113,Y61,AWR,Computerized Axial Tomography,May,51,2020,2020-05
2114,Y61,AWR,Magnetic Resonance Imaging,May,34,2020,2020-05
2116,Y61,NVC,Computerized Axial Tomography,May,8,2020,2020-05
2119,Y61,NVC,Magnetic Resonance Imaging,May,6,2020,2020-05
2122,Y61,RGM,Computerized Axial Tomography,May,0,2020,2020-05
2125,Y61,RGM,Magnetic Resonance Imaging,May,10,2020,2020-05
2128,Y61,RGM,Positron Emission Tomography,May,0,2020,2020-05
2130,Y61,NT3,Computerized Axial Tomography,May,11,2020,2020-05
2133,Y61,NT3,Magnetic Resonance Imaging,May,16,2020,2020-05
2135,Y61,RQW,Computerized Axial Tomography,May,1,2020,2020-05
2138,Y61,RQW,Magnetic Resonance Imaging,May,13,2020,2020-05
2143,Y61,RCX,Computerized Axial Tomography,May,0,2020,2020-05
2146,Y61,RCX,Magnetic Resonance Imaging,May,6,2020,2020-05
2149,Y61,RWG,Computerized Axial Tomography,May,0,2020,2020-05
2152,Y61,RWG,Magnetic Resonance Imaging,May,12,2020,2020-05
2156,Y61,RGR,Computerized Axial Tomography,May,0,2020,2020-05
2159,Y61,RGR,Magnetic Resonance Imaging,May,3,2020,2020-05
2163,Y62,RBS,Computerized Axial Tomography,May,0,2020,2020-05
2166,Y62,RBS,Magnetic Resonance Imaging,May,38,2020,2020-05
2172,Y62,NT9,Magnetic Resonance Imaging,May,12,2020,2020-05
2173,Y62,NT9,Positron Emission Tomography,May,5,2020,2020-05
2174,Y62,RXL,Computerized Axial Tomography,May,3,2020,2020-05
2177,Y62,RXL,Magnetic Resonance Imaging,May,9,2020,2020-05
2181,Y62,NT4,Computerized Axial Tomography,May,3,2020,2020-05
2184,Y62,NT4,Magnetic Resonance Imaging,May,4,2020,2020-05
2186,Y62,RMC,Computerized Axial Tomography,May,0,2020,2020-05
2189,Y62,RMC,Magnetic Resonance Imaging,May,3,2020,2020-05
2193,Y62,RJR,Computerized Axial Tomography,May,0,2020,2020-05
2196,Y62,RJR,Magnetic Resonance Imaging,May,8,2020,2020-05
2200,Y62,RJN,Computerized Axial Tomography,May,0,2020,2020-05
2203,Y62,RJN,Magnetic Resonance Imaging,May,4,2020,2020-05
2206,Y62,RXR,Computerized Axial Tomography,May,1,2020,2020-05
2209,Y62,RXR,Magnetic Resonance Imaging,May,12,2020,2020-05
2215,Y62,NV1,Magnetic Resonance Imaging,May,93,2020,2020-05
2218,Y62,RXN,Computerized Axial Tomography,May,1,2020,2020-05
2221,Y62,RXN,Magnetic Resonance Imaging,May,6,2020,2020-05
2224,Y62,RXN,Positron Emission Tomography,May,5,2020,2020-05
2226,Y62,RBQ,Computerized Axial Tomography,May,6,2020,2020-05
2229,Y62,RBQ,Magnetic Resonance Imaging,May,82,2020,2020-05
2232,Y62,REM,Computerized Axial Tomography,May,0,2020,2020-05
2235,Y62,REM,Magnetic Resonance Imaging,May,8,2020,2020-05
2239,Y62,REM,Positron Emission Tomography,May,6,2020,2020-05
2245,Y62,R0A,Computerized Axial Tomography,May,0,2020,2020-05
2248,Y62,R0A,Magnetic Resonance Imaging,May,4,2020,2020-05
2252,Y62,R0A,Positron Emission Tomography,May,7,2020,2020-05
2254,Y62,RBT,Computerized Axial Tomography,May,0,2020,2020-05
2257,Y62,RBT,Magnetic Resonance Imaging,May,10,2020,2020-05
2262,Y62,RW6,Computerized Axial Tomography,May,0,2020,2020-05
2265,Y62,RW6,Magnetic Resonance Imaging,May,6,2020,2020-05
2275,Y62,RM3,Computerized Axial Tomography,May,0,2020,2020-05
2278,Y62,RM3,Magnetic Resonance Imaging,May,6,2020,2020-05
2283,Y62,RVY,Computerized Axial Tomography,May,0,2020,2020-05
2286,Y62,RVY,Magnetic Resonance Imaging,May,4,2020,2020-05
2289,Y62,RVY,Positron Emission Tomography,May,1,2020,2020-05
2290,Y62,NT3,Computerized Axial Tomography,May,52,2020,2020-05
2293,Y62,NT3,Magnetic Resonance Imaging,May,52.5,2020,2020-05
2295,Y62,RBN,Computerized Axial Tomography,May,0,2020,2020-05
2298,Y62,RBN,Magnetic Resonance Imaging,May,7,2020,2020-05
2301,Y62,RBN,Positron Emission Tomography,May,5,2020,2020-05
2303,Y62,RWJ,Computerized Axial Tomography,May,0,2020,2020-05
2306,Y62,RWJ,Magnetic Resonance Imaging,May,7,2020,2020-05
2310,Y62,RMP,Computerized Axial Tomography,May,1,2020,2020-05
2313,Y62,RMP,Magnetic Resonance Imaging,May,10,2020,2020-05
2317,Y62,RBV,Computerized Axial Tomography,May,23,2020,2020-05
2320,Y62,RBV,Magnetic Resonance Imaging,May,26,2020,2020-05
2324,Y62,RBV,Positron Emission Tomography,May,9,2020,2020-05
2326,Y62,REN,Computerized Axial Tomography,May,6,2020,2020-05
2329,Y62,REN,Magnetic Resonance Imaging,May,20,2020,2020-05
2334,Y62,RET,Computerized Axial Tomography,May,0,2020,2020-05
2337,Y62,RET,Magnetic Resonance Imaging,May,66,2020,2020-05
2339,Y62,RTX,Computerized Axial Tomography,May,14,2020,2020-05
2342,Y62,RTX,Magnetic Resonance Imaging,May,10,2020,2020-05
2345,Y62,RTX,Positron Emission Tomography,May,2,2020,2020-05
